coditen_cli,descricao,codbarras,ncm,ex_ncm,natu_tabela,natu_codnature,cst_in,cst_out,aliq_in_pis,aliq_out_pis,aliq_in_cofins,aliq_out_cofins,conferido,cest,cst_in_icms,cst_out_icms,aliq_in_icms,aliq_out_icms,bc_dentro,bc_fora,cson
7896000705921,NIELY COR E TON 6.7 50G,07896000705921,,00,,,,,,,,,0,,,,,,,,
7896000705945,NIELY COR E TON 1.0 55G,07896000705945,,00,,,,,,,,,0,,,,,,,,
7896000705952,NIELY COR E TON 2.0 50G,07896000705952,,00,,,,,,,,,0,,,,,,,,
7896000705969,NIELY COR E TON 3.0 50G,07896000705969,,00,,,,,,,,,0,,,,,,,,
7896000705976,NIELY COR E TON 4.0 50G,07896000705976,,00,,,,,,,,,0,,,,,,,,
7896000712837,NIELY GOLD CR PENTEAR QUERATINA 280G,07896000712837,,00,,,,,,,,,0,,,,,,,,
7896000712981,NIELY GOLD CR PENTEAR EXT. ORQUIDIA 280G,07896000712981,,00,,,,,,,,,0,,,,,,,,
7896000716866,NIELY GOLD CR PENTEAR POS QUIMICA 280G,07896000716866,,00,,,,,,,,,0,,,,,,,,
7896000722522,NIELY GOLD CR PENTEAR NUTR PODEROSA 280G,07896000722522,,00,,,,,,,,,0,,,,,,,,
7896000727534,NIELY COR E TON 1.7+ PRETO/AZUL 50G,07896000727534,,00,,,,,,,,,0,,,,,,,,
7896002300148,PULLMAN PAO DE FORMA INTEGRAL 550G,07896002300148,,00,,,,,,,,,0,,,,,,,,
7896002300360,NUTRELLA PAO SUPREME 100 680G,07896002300360,,00,,,,,,,,,0,,,,,,,,
7896002300377,NUTRELLA PAO SUPREME FRUTAS 600G,07896002300377,,00,,,,,,,,,0,,,,,,,,
7896002301077,NUTRELLA BISNAG CENOURA CMANDIOCA 300G,07896002301077,,00,,,,,,,,,0,,,,,,,,
7896002301282,PULLMAN PAO FORMA DE MILHO 500G,07896002301282,,00,,,,,,,,,0,,,,,,,,
7896002301633,PULLMAN PAO DE FORMA SEM CASCA 450G,07896002301633,,00,,,,,,,,,0,,,,,,,,
7896002301640,PULLMAN PAO DE FORMA INTEG SCASCA 450G,07896002301640,,00,,,,,,,,,0,,,,,,,,
7896002301718,PULLMAN BISNAGUINHA INTEGRAL 300G,07896002301718,,00,,,,,,,,,0,,,,,,,,
7896002301787,PULLMAN PAO BRIOCHE 300G,07896002301787,,00,,,,,,,,,0,,,,,,,,
7896002302142,PULLMAN PAO FORMA DE COCO 500G,07896002302142,,00,,,,,,,,,0,,,,,,,,
7896002302197,PULLMAN PAO ARTESANO 500G,07896002302197,,00,,,,,,,,,0,,,,,,,,
7896002302845,NUTRELLA PAO SUPREME CASTANHA 600G,07896002302845,,00,,,,,,,,,0,,,,,,,,
7896002303460,PULLMAN PAO ARTESANO INTEGRAL 500,07896002303460,,00,,,,,,,,,0,,,,,,,,
7896002303866,PULLMAN PAO DE FORMA TRAD MINI 320G,07896002303866,,00,,,,,,,,,0,,,,,,,,
7896002303880,PULLMAN PAO DE FORMA INTEGRAL MINI 320G,07896002303880,,00,,,,,,,,,0,,,,,,,,
7896002360234,PULLMAN BISNAGUINHA 300G,07896002360234,,00,,,,,,,,,0,,,,,,,,
7896002360326,PULLMAN PAO DE FORMA 500G,07896002360326,,00,,,,,,,,,0,,,,,,,,
7896002360395,PULLMAN PAO FORMA INTEGRAL LIGHT 400G,07896002360395,,00,,,,,,,,,0,,,,,,,,
7896002363792,PULLMAN RAP 10 TRADICIONAL 330G,07896002363792,,00,,,,,,,,,0,,,,,,,,
7896002364546,PULLMAN RAP 10 LIGHT 330G,07896002364546,,00,,,,,,,,,0,,,,,,,,
7896002365420,PULLMAN RAP 10 INTEGRAL 330G,07896002365420,,00,,,,,,,,,0,,,,,,,,
7896002366267,PULLMAN PAO FORMA 12 GRAOS INTEGRAL 500G,07896002366267,,00,,,,,,,,,0,,,,,,,,
7896002366304,PULLMAN PAO FORMA 12 GRAOS LIGHT 350G,07896002366304,,00,,,,,,,,,0,,,,,,,,
7896004005270,KELLOGGS SUCRILHOS ORIGINAL 250G,07896004005270,,00,,,,,,,,,0,,,,,,,,
7896004005751,KELLOGGS GRANOLA INTEGRAL TRAD. 200G,07896004005751,,00,,,,,,,,,0,,,,,,,,
7896004006475,PRINGLES BATATA CREME E CEBOLA 120G,07896004006475,,00,,,,,,,,,0,,,,,,,,
7896004006482,PRINGLES BATATA ORIGINAL 114G,07896004006482,,00,,,,,,,,,0,,,,,,,,
7896004400075,SOCOCO LEITE COCO 200ML,07896004400075,,00,,,,,,,,,0,,,,,,,,
7896004400297,MAIS COCO LEITE COCO 200ML,07896004400297,,00,,,,,,,,,0,,,,,,,,
7896004400372,SOCOCO LEITE COCO TRAD. TP 200ML,07896004400372,,00,,,,,,,,,0,,,,,,,,
7896004811567,ALGODAO TOPZ 25G,07896004811567,,00,,,,,,,,,0,,,,,,,,
7896005400029,DAFRUTA SUCO DE CAJU 500ML,07896005400029,,00,,,,,,,,,0,,,,,,,,
7896005400036,DAFRUTA SUCO DE MARACUJA 500ML,07896005400036,,00,,,,,,,,,0,,,,,,,,
7896005800157,3 CORACOES CAPPUCCINO CLASSIC 200G,07896005800157,,00,,,,,,,,,0,,,,,,,,
7896005800188,CAFE 3 CORACOES TRADICIONAL VACUO 500G,07896005800188,,00,,,,,,,,,0,,,,,,,,
7896005800362,CAFE 3 CORACOES TRADICIONAL VACUO 250G,07896005800362,,00,,,,,,,,,0,,,,,,,,
7896005800652,3 CORACOES CAFE SOLUVEL VD 50G,07896005800652,,00,,,,,,,,,0,,,,,,,,
7896005800683,3 CORACOES CAFE SOL TRADICIONAL 50G,07896005800683,,00,,,,,,,,,0,,,,,,,,
7896005800690,3 CORACOES CAFE DESCAFEINADO VD 50G,07896005800690,,00,,,,,,,,,0,,,,,,,,
7896005801154,3 CORACOES CAFE SOL EXT FORTE 50G,07896005801154,,00,,,,,,,,,0,,,,,,,,
7896005801512,CAFE 3 CORACOES EXTRA FORTE SACHE 250G,07896005801512,,00,,,,,,,,,0,,,,,,,,
7896005801529,CAFE 3 CORACOES EXTRA FORTE SACHE 500G,07896005801529,,00,,,,,,,,,0,,,,,,,,
7896005801819,CAFE 3 CORACOES EXTRA FORTE VACUO 250G,07896005801819,,00,,,,,,,,,0,,,,,,,,
7896005801826,CAFE 3 CORACOES EXTRA FORTE VACUO 500G,07896005801826,,00,,,,,,,,,0,,,,,,,,
7896005802519,3 CORACOES CAPPUCCINO DIET 150G,07896005802519,,00,,,,,,,,,0,,,,,,,,
7896005802892,3 CORACOES CAPPUCCINO CHOCOLATE 200G,07896005802892,,00,,,,,,,,,0,,,,,,,,
7896005803714,3 CORACOES FILTRO PAPEL 102,07896005803714,,00,,,,,,,,,0,,,,,,,,
7896005803721,3 CORACOES FILTRO PAPEL 103,07896005803721,,00,,,,,,,,,0,,,,,,,,
7896005806005,ITAMARATY CAFE TRAD SACHE 250G,07896005806005,,00,,,,,,,,,0,,,,,,,,
7896007540259,INTIMUS ABS I DAYS P DIA C15,07896007540259,,00,,,,,,,,,0,,,,,,,,
7896007540600,INTIMUS GEL SABAS SUAVE C8 UNID.,07896007540600,,00,,,,,,,,,0,,,,,,,,
7896007540617,ABSORVENTE INTIMUS GEL 8 UNID.,07896007540617,,00,,,,,,,,,0,,,,,,,,
7896007540624,INTIMUS GEL SABAS SECA C8,07896007540624,,00,,,,,,,,,0,,,,,,,,
7896007540631,INTIMUS GEL C/ABAS SECA C8,07896007540631,,00,,,,,,,,,0,,,,,,,,
7896007540662,INTIMUS GEL ABS NOT SUAVE C/ABAS C/8,07896007540662,,00,,,,,,,,,0,,,,,,,,
7896007541867,INTIMUS ABS INTERNO MEDIO C8,07896007541867,,00,,,,,,,,,0,,,,,,,,
7896007542437,INTIMUS GEL ABS NOT SECA C ABAS C8,07896007542437,,00,,,,,,,,,0,,,,,,,,
7896007543915,TURMA DA MONICA FRALDA TP JUMBINHO G,07896007543915,,00,,,,,,,,,0,,,,,,,,
7896007544042,INTIMUS ABS SUAVE C/ABAS 32UN,07896007544042,,00,,,,,,,,,0,,,,,,,,
7896007544059,INTIMUS TRIPLA PROTECAO C/ABAS COB. SECA C/32 UNID,07896007544059,,00,,,,,,,,,0,,,,,,,,
7896007545094,INTIMUS GEL CABAS SUAVE L16 P14,07896007545094,,00,,,,,,,,,0,,,,,,,,
7896007545100,INTIMUS GEL COBERTURA SECA L16 P14 CABS,07896007545100,,00,,,,,,,,,0,,,,,,,,
7896007549641,HUGGIES FRALDAS ROUPINHA DESC. SUPREME CARE M C/22,07896007549641,,00,,,,,,,,,0,,,,,,,,
7896007550463,INTIMUS ABS PROTETOR DIARIO ANTIBAC. C/15 UNID.,07896007550463,,00,,,,,,,,,0,,,,,,,,
7896007912124,PINHEIRO FIATLUX FOSFORO C10,07896007912124,,00,,,,,,,,,0,,,,,,,,
7896008910112,COPAG BARALHO 139 C54 CARTAS,07896008910112,,00,,,,,,,,,0,,,,,,,,
7896009718113,RAYOVAC PILHA AA C/4,07896009718113,,00,,,,,,,,,0,,,,,,,,
7896009761911,RAYOVAC PILHA PALITO AAA C4,07896009761911,,00,,,,,,,,,0,,,,,,,,
7896014400195,BRASFRUT POLPA DE ABACAXI 100G,07896014400195,,00,,,,,,,,,0,,,,,,,,
7896014400287,BRASFRUT POLPA DE ACEROLA 100G,07896014400287,,00,,,,,,,,,0,,,,,,,,
7896014400331,BRASFRUT POLPA DE ABACAXI/HORT 100G,07896014400331,,00,,,,,,,,,0,,,,,,,,
7896014400553,BRASFRUT POLPA DE CAJU 100G,07896014400553,,00,,,,,,,,,0,,,,,,,,
7896014400645,BRASFRUT POLPA DE GOIABA 100G,07896014400645,,00,,,,,,,,,0,,,,,,,,
7896014400829,BRASFRUT POLPA DE MARACUJA 100G,07896014400829,,00,,,,,,,,,0,,,,,,,,
7896014400928,BRASFRUT POLPA DE AMORA 100G,07896014400928,,00,,,,,,,,,0,,,,,,,,
7896014401079,BRASFRUT POLPA DE GRAVIOLA 100G,07896014401079,,00,,,,,,,,,0,,,,,,,,
7896014401567,BRASFRUT POLPA DE TANGERINA 100G,07896014401567,,00,,,,,,,,,0,,,,,,,,
7896014403103,BRASFRUT POLPA DE MORANGO 100G,07896014403103,,00,,,,,,,,,0,,,,,,,,
7896014403455,BRASFRUT POLPA DE UVA 100G,07896014403455,,00,,,,,,,,,0,,,,,,,,
7896014438907,BRASFRUT POLPA DE LIMAO 100G,07896014438907,,00,,,,,,,,,0,,,,,,,,
7896014490004,BRASFRUT POLPA DE TAMARINDO 100G,07896014490004,,00,,,,,,,,,0,,,,,,,,
7896014499007,BRASFRUT POLPA DE CUPUACU 100G,07896014499007,,00,,,,,,,,,0,,,,,,,,
7896016601408,DUCOCO LEITE DE COCO VD 200ML,07896016601408,,00,,,,,,,,,0,,,,,,,,
7896019607636,LACTA AMANDITA CHOCOLATE 200G,07896019607636,,00,,,,,,,,,0,,,,,,,,
7896020417149,THREE BOND ADESIVO INSTANTANEO 2G,07896020417149,,00,,,,,,,,,0,,,,,,,,
7896022200244,RENATA MAC NINHO 2 COVOS 500G,07896022200244,,00,,,,,,,,,0,,,,,,,,
7896022200305,RENATA MAC SEMOLA ALETRIA 500G,07896022200305,,00,,,,,,,,,0,,,,,,,,
7896022200435,GALO MAC VERM ARGOLA 500GR,07896022200435,,00,,,,,,,,,0,,,,,,,,
7896022200534,GALO MAC VERM PARAFUSO 500G,07896022200534,,00,,,,,,,,,0,,,,,,,,
7896022200572,GALO MAC VERM PENA 500G,07896022200572,,00,,,,,,,,,0,,,,,,,,
7896022200664,GALO MAC NINHO SEMOLA 2 500G,07896022200664,,00,,,,,,,,,0,,,,,,,,
7896022200695,GALO MAC VERM NINHO 3 500G,07896022200695,,00,,,,,,,,,0,,,,,,,,
7896022200756,GALO MAC VERM SEMOLA ESPAGUETE 8 500G,07896022200756,,00,,,,,,,,,0,,,,,,,,
7896022200794,GALO MAC VERM FURADINHO 5 SEMOLA 500G,07896022200794,,00,,,,,,,,,0,,,,,,,,
7896022201906,RENATA MAC INST CARNE 85G,07896022201906,,00,,,,,,,,,0,,,,,,,,
7896022201913,RENATA MAC INST GALINHA CAIPIRA 85G,07896022201913,,00,,,,,,,,,0,,,,,,,,
7896022201937,RENATA MAC INST LEGUMES 85G,07896022201937,,00,,,,,,,,,0,,,,,,,,
7896022201944,RENATA MAC INST CARNE C TOMATE 80G,07896022201944,,00,,,,,,,,,0,,,,,,,,
7896022202101,RENATA MAC INST FEIJAO C/ BACON 85G,07896022202101,,00,,,,,,,,,0,,,,,,,,
7896022203559,GALO MAC VERM GRAVATA 500G,07896022203559,,00,,,,,,,,,0,,,,,,,,
7896022203566,GALO MAC SEMOLA ALETRIA 500G,07896022203566,,00,,,,,,,,,0,,,,,,,,
7896022203733,GALO MAC TRICOLOR PARAFUSO 500G,07896022203733,,00,,,,,,,,,0,,,,,,,,
7896022204242,RENATA QUEIJO RALADO PARMESAO 50G,07896022204242,,00,,,,,,,,,0,,,,,,,,
7896022205522,GALO MAC INTEGRAL PARAFUSO 500G,07896022205522,,00,,,,,,,,,0,,,,,,,,
7896022206130,RENATA EXPRESS MAC YAKISOBA 300G,07896022206130,,00,,,,,,,,,0,,,,,,,,
7896023080487,PRESIDENTE CONHAQUE 970ML,07896023080487,,00,,,,,,,,,0,,,,,,,,
7896026800754,STYLUS PAPEL TOALHA C2 ROLOS,07896026800754,,00,,,,,,,,,0,,,,,,,,
7896029006719,PEDIGREE VITAL JUNIOR 1KG,07896029006719,,00,,,,,,,,,0,,,,,,,,
7896029007013,WHISKAS RACAO PGATO CARNE 500G,07896029007013,,00,,,,,,,,,0,,,,,,,,
7896029007020,WHISKAS RACAO PGATO PEIXE 500G,07896029007020,,00,,,,,,,,,0,,,,,,,,
7896029022252,PEDIGREE FRANGO AO MOLHO 100G,07896029022252,,00,,,,,,,,,0,,,,,,,,
7896029022276,PEDIGREE CORDEIRO AO MOLHO ADULTO 100G,07896029022276,,00,,,,,,,,,0,,,,,,,,
7896029046197,WHISKAS ALIMENTO ADULTO CORDEIRO 85G,07896029046197,,00,,,,,,,,,0,,,,,,,,
7896029046296,WHISKAS ALIMENTO SALMAO 85G,07896029046296,,00,,,,,,,,,0,,,,,,,,
7896029046562,WHISKAS ALIMENTO 1+ ATUM 85G,07896029046562,,00,,,,,,,,,0,,,,,,,,
7896029047286,WHISKAS ALIMENTO JELLY SABOR CARNE 85 G,07896029047286,,00,,,,,,,,,0,,,,,,,,
7896029057988,PEDIGREE EQUILIBRIO NATURAL JUNIOR 1KG,07896029057988,,00,,,,,,,,,0,,,,,,,,
7896029069196,PEDIGREE VITAL ADULTO RACAS PEQUENAS 1KG,07896029069196,,00,,,,,,,,,0,,,,,,,,
7896029077603,WHISKAS ALIMENTO SABOR CARNE 85G,07896029077603,,00,,,,,,,,,0,,,,,,,,
7896029077689,WHISKAS ALIMENTO FILHOTE SABOR CARNE 85G,07896029077689,,00,,,,,,,,,0,,,,,,,,
7896029079508,PEDIGREE CARNE LATA 280G,07896029079508,,00,,,,,,,,,0,,,,,,,,
7896029079546,PEDIGREE FRANGO LATA 280G,07896029079546,,00,,,,,,,,,0,,,,,,,,
7896029086995,WHISKAS RACAO PGATOS CASTRADOS 500G,07896029086995,,00,,,,,,,,,0,,,,,,,,
7896029095645,PEDIGREE EQ.NATURAL ADULTO RACAS PEQ 1KG,07896029095645,,00,,,,,,,,,0,,,,,,,,
7896035210001,SAL CISNE REFINADO 1KG,07896035210001,,00,,,,,,,,,0,,,,,,,,
7896036090879,LIZA MOLHO SALADA CASEIRO 234ML,07896036090879,,00,,,,,,,,,0,,,,,,,,
7896036093467,LIZA MOLHO SALADA LIMAO 234ML,07896036093467,,00,,,,,,,,,0,,,,,,,,
7896036094211,LIZA MAIONESE CASEIRA 489G,07896036094211,,00,,,,,,,,,0,,,,,,,,
7896036094983,KNORR ELEFANTE EXT TOMATE LATA 340G,07896036094983,,00,,,,,,,,,0,,,,,,,,
7896036095096,POMAROLA TRADICIONAL PENEIRADO TP 260G,07896036095096,,00,,,,,,,,,0,,,,,,,,
7896036095645,KNORR ELEFANTE EXT TOMATE SACHE 190G,07896036095645,,00,,,,,,,,,0,,,,,,,,
7896036095904,KNORR POMAROLA TRADICIONAL SACHE 340G,07896036095904,,00,,,,,,,,,0,,,,,,,,
7896037514824,ANGLO FEIJOADA 430G,07896037514824,,00,,,,,,,,,0,,,,,,,,
7896037514831,ANGLO FEIJOADA BRASILEIRA 830G,07896037514831,,00,,,,,,,,,0,,,,,,,,
7896038306053,ARROZ TIO URBANO PARBOILIZADO 1KG,07896038306053,,00,,,,,,,,,0,,,,,,,,
7896038308057,ARROZ TIO URBANO INTEGRAL 1KG,07896038308057,,00,,,,,,,,,0,,,,,,,,
7896038313198,URBANO MAC ESPAGUETE ZERO GLUTEN 500G,07896038313198,,00,,,,,,,,,0,,,,,,,,
7896038321032,ARROZ TIO URBANO 5KG,07896038321032,,00,,,,,,,,,0,,,,,,,,
7896038321056,ARROZ TIO URBANO 1KG,07896038321056,,00,,,,,,,,,0,,,,,,,,
7896038342037,ARROZ KOBLENZ 5KG,07896038342037,,00,,,,,,,,,0,,,,,,,,
7896038342051,ARROZ KOBLENZ 1KG,07896038342051,,00,,,,,,,,,0,,,,,,,,
7896038350056,TIO URBANO FARINHA DE ARROZ 1KG,07896038350056,,00,,,,,,,,,0,,,,,,,,
7896038360192,URBANO FLOCAO DE ARROZ 500G,07896038360192,,00,,,,,,,,,0,,,,,,,,
7896038365050,FEIJAO CARIOCA TIO URBANO 1KG,07896038365050,,00,,,,,,,,,0,,,,,,,,
7896045100972,FRISCO SUCO LIMAO C/COCO 25G,07896045100972,,00,,,,,,,,,0,,,,,,,,
7896045100989,FRISCO SUCO 3 LARANJAS 25G,07896045100989,,00,,,,,,,,,0,,,,,,,,
7896045504541,AMSTEL LAGER CERV C/CASCO 600ML,07896045504541,,00,,,,,,,,,0,,,,,,,,
7896045504831,AMSTEL CERV LATA 350ML,07896045504831,,00,,,,,,,,,0,,,,,,,,
7896045505319,AMSTEL LAGER CERV LATA 269ML,07896045505319,,00,,,,,,,,,0,,,,,,,,
7896045505357,HEINEKEN CERV LATA SLIM 250ML,07896045505357,,00,,,,,,,,,0,,,,,,,,
7896045523412,HEINEKEN CERV LATA 350ML,07896045523412,,00,,,,,,,,,0,,,,,,,,
7896048200051,CASTELO VINAGRE DE ALCOOL 750ML,07896048200051,,00,,,,,,,,,0,,,,,,,,
7896048200105,CASTELO VINAGRE DE MACA 750ML,07896048200105,,00,,,,,,,,,0,,,,,,,,
7896048255013,CASTELO VINAGRE DE LIMAO 750ML,07896048255013,,00,,,,,,,,,0,,,,,,,,
7896048258014,CASTELO VINAGRE DE VINHO TINTO 750ML,07896048258014,,00,,,,,,,,,0,,,,,,,,
7896048284136,VITALIA PALMITO ACAI INTEIRO 300G,07896048284136,,00,,,,,,,,,0,,,,,,,,
7896048284198,CASTELO VINAGRE ESCURO 750ML,07896048284198,,00,,,,,,,,,0,,,,,,,,
7896048284778,CASTELO VINAGRE DE ALCOOL COLORIDO 750ML,07896048284778,,00,,,,,,,,,0,,,,,,,,
7896048285249,CASTELO PALMITO PUPUNHA RODELA 300G,07896048285249,,00,,,,,,,,,0,,,,,,,,
7896048954312,FARO ALIMENTO ADULTO CARNE LATA 280G,07896048954312,,00,,,,,,,,,0,,,,,,,,
7896048954336,FARO ALIMENTO FILHOTES CARNE LATA 280G,07896048954336,,00,,,,,,,,,0,,,,,,,,
7896049508514,TABU DES CREME 55G,07896049508514,,00,,,,,,,,,0,,,,,,,,
7896049508521,TABU DES CREME FLORES 55G,07896049508521,,00,,,,,,,,,0,,,,,,,,
7896049528505,HERBISSIMO DES CR NEUTRO 55G,07896049528505,,00,,,,,,,,,0,,,,,,,,
7896049528512,HERBISSIMO DES CR TRADICIONAL 55G,07896049528512,,00,,,,,,,,,0,,,,,,,,
7896049528598,HERBISSIMO DES CR ACTION 55G,07896049528598,,00,,,,,,,,,0,,,,,,,,
7896049528604,HERBISSIMO DES CR FRESH 55GR,07896049528604,,00,,,,,,,,,0,,,,,,,,
7896050200124,VELHO BARREIRO CACHACA 910ML,07896050200124,,00,,,,,,,,,0,,,,,,,,
7896050200261,VELHO BARREIRO CACHACA 600ML,07896050200261,,00,,,,,,,,,0,,,,,,,,
7896050502204,KING OLEO DE PEROBA LAVANDA 100ML,07896050502204,,00,,,,,,,,,0,,,,,,,,
7896052600069,VIVA SCHIN LIMAO 2L,07896052600069,,00,,,,,,,,,0,,,,,,,,
7896052600083,VIVA SCHIN COLA 2L,07896052600083,,00,,,,,,,,,0,,,,,,,,
7896052600090,VIVA SCHIN LARANJA 2L,07896052600090,,00,,,,,,,,,0,,,,,,,,
7896052601882,GLACIAL CERV LATA 350ML,07896052601882,,00,,,,,,,,,0,,,,,,,,
7896052603176,VIVA SCHIN CITRUS 2L,07896052603176,,00,,,,,,,,,0,,,,,,,,
7896052603435,VIVA SCHIN UVA 2L,07896052603435,,00,,,,,,,,,0,,,,,,,,
7896052603589,GLACIAL CERV LT 473ML,07896052603589,,00,,,,,,,,,0,,,,,,,,
7896056404571,URCA SABAO PO MAXX 1KG,07896056404571,,00,,,,,,,,,0,,,,,,,,
7896058202540,TRIUNFO CREAM CRACKER 200G,07896058202540,,00,,,,,,,,,0,,,,,,,,
7896058202557,TRIUNFO AGUA E SAL 200G,07896058202557,,00,,,,,,,,,0,,,,,,,,
7896058204537,TRIUNFO BISC. MAIZENA 200G,07896058204537,,00,,,,,,,,,0,,,,,,,,
7896058251197,TRIUNFO CREAMCRACKER ORIGINAL 375G,07896058251197,,00,,,,,,,,,0,,,,,,,,
7896058251203,TRIUNFO AGUASAL ORIGINAL 375G,07896058251203,,00,,,,,,,,,0,,,,,,,,
7896058251210,TRIUNFO BISC. CRACKER INTEGRAL 400G,07896058251210,,00,,,,,,,,,0,,,,,,,,
7896058251241,TRIUNFO BISC MAIZENA 375G,07896058251241,,00,,,,,,,,,0,,,,,,,,
7896058253917,TRIUNFO BISC LEITE 375G,07896058253917,,00,,,,,,,,,0,,,,,,,,
7896058256215,TORTUGUITA BISC RECH CHOCBAUNILHA 130G,07896058256215,,00,,,,,,,,,0,,,,,,,,
7896058256222,TORTUGUITA BISC RECH BRIGADEIRO 130G,07896058256222,,00,,,,,,,,,0,,,,,,,,
7896058256239,TORTUGUITA BISC RECH CHOCOLATE 130G,07896058256239,,00,,,,,,,,,0,,,,,,,,
7896058256406,TRIUNFO BISCOITO SALPET 100G,07896058256406,,00,,,,,,,,,0,,,,,,,,
7896058256420,TRIUNFO WAFER CHOCOLATE 115G,07896058256420,,00,,,,,,,,,0,,,,,,,,
7896058256437,TRIUNFO WAFER MORANGO 115G,07896058256437,,00,,,,,,,,,0,,,,,,,,
7896058256444,TRIUNFO WAFER CHOCOLATE COM AVELA 115G,07896058256444,,00,,,,,,,,,0,,,,,,,,
7896058257236,ARCOR BISC PASSION WAFER CHOC 80G,07896058257236,,00,,,,,,,,,0,,,,,,,,
7896058257243,ARCOR BISC PASSION WAFER LIMAO 80G,07896058257243,,00,,,,,,,,,0,,,,,,,,
7896058257250,ARCOR BISC PASSION WAFER CHOC BRANC 80G,07896058257250,,00,,,,,,,,,0,,,,,,,,
7896058257656,TRIUNFO TORTINI CHOCOLATE 90G,07896058257656,,00,,,,,,,,,0,,,,,,,,
7896060010492,ASSUGRIN ADOCANTE 100ML,07896060010492,,00,,,,,,,,,0,,,,,,,,
7896060039059,GOLD ADOCANTE LIQ ASPARTAME 65ML,07896060039059,,00,,,,,,,,,0,,,,,,,,
7896067200032,PANASONIC PILHA SUPER HYPER AA C/4,07896067200032,,00,,,,,,,,,0,,,,,,,,
7896067200162,PANASONIC PILHA ALCALINA AA C2,07896067200162,,00,,,,,,,,,0,,,,,,,,
7896067200186,PANASONIC ALCALINA PALITO AAA C2,07896067200186,,00,,,,,,,,,0,,,,,,,,
7896068000860,DANUBIO CREME DE QUEIJO FRESCAL 200G,07896068000860,,00,,,,,,,,,0,,,,,,,,
7896071022293,MABEL SKINY CLASSIC 60G,07896071022293,,00,,,,,,,,,0,,,,,,,,
7896071023023,MABEL SKINY CLASSICO PRESUNTO 60G,07896071023023,,00,,,,,,,,,0,,,,,,,,
7896080810133,LIANE MAC ESPAGUETTI COMPRIDO 3 1KG,07896080810133,,00,,,,,,,,,0,,,,,,,,
7896080900148,PARANA FOSFOROS CX 10,07896080900148,,00,,,,,,,,,0,,,,,,,,
7896080900285,PARANA FOSFOROS GIGANTES 95CM 50UND,07896080900285,,00,,,,,,,,,0,,,,,,,,
7896080920054,PARANA FOSFOROS FORNO E FOGAO 200 UNID.,07896080920054,,00,,,,,,,,,0,,,,,,,,
7896083800018,Q BOA AGUA SANITARIA 1L,07896083800018,,00,,,,,,,,,0,,,,,,,,
7896083800025,Q BOA AGUA SANITARIA 2L,07896083800025,,00,,,,,,,,,0,,,,,,,,
7896083800087,Q BOA AGUA SANITARIA FLORAL 1L,07896083800087,,00,,,,,,,,,0,,,,,,,,
7896083800346,Q BOA AGUA SANITARIA LAVANDA 1L,07896083800346,,00,,,,,,,,,0,,,,,,,,
7896083800667,Q BOA ALVEJANTE PLUS 3 X 1 1L,07896083800667,,00,,,,,,,,,0,,,,,,,,
7896083800810,QBOA AMACIANTE CARINHO 500ML,07896083800810,,00,,,,,,,,,0,,,,,,,,
7896083801015,QBOA TIRA MANCHAS CORES PODER OXI 500ML,07896083801015,,00,,,,,,,,,0,,,,,,,,
7896085813450,ORIGEM NOW ALISANTE FLORES E FRUTAS 90G,07896085813450,,00,,,,,,,,,0,,,,,,,,
7896089012460,CAFE CABOCLO TRADICIONAL VACUO 250G,07896089012460,,00,,,,,,,,,0,,,,,,,,
7896089012637,CAFE PILAO VACUO 250G,07896089012637,,00,,,,,,,,,0,,,,,,,,
7896090122707,ASSOLAN ESPONJA ACO C8,07896090122707,,00,,,,,,,,,0,,,,,,,,
7896094910904,ZERO CAL ADOCANTE LIQ 100 ML,07896094910904,,00,,,,,,,,,0,,,,,,,,
7896094911000,ZERO CAL ADOCANTE ASPARTAME 100ML,07896094911000,,00,,,,,,,,,0,,,,,,,,
7896098900109,YPE SABAO BARRA NEUTRO 1KG,07896098900109,,00,,,,,,,,,0,,,,,,,,
7896098900178,YPE MULTI USO C ALCOOL 500ML,07896098900178,,00,,,,,,,,,0,,,,,,,,
7896098900208,YPE LAVA LOUCAS NEUTRO 500ML,07896098900208,,00,,,,,,,,,0,,,,,,,,
7896098900215,YPE LAVA LOUCAS MACA 500 ML,07896098900215,,00,,,,,,,,,0,,,,,,,,
7896098900239,YPE LAVA LOUCA COCO 500 ML,07896098900239,,00,,,,,,,,,0,,,,,,,,
7896098900253,YPE LAVA LOUCA CLEAR 500 ML,07896098900253,,00,,,,,,,,,0,,,,,,,,
7896098900406,YPE AMACIANTE ACONCHEGO 500ML,07896098900406,,00,,,,,,,,,0,,,,,,,,
7896098900451,YPE SAB FLOR DE YPE BELEZA 90G,07896098900451,,00,,,,,,,,,0,,,,,,,,
7896098900468,YPE SAB SUAVE DOCE FRESCOR 90G,07896098900468,,00,,,,,,,,,0,,,,,,,,
7896098900482,YPE SAB SUAVE ROSA 90G,07896098900482,,00,,,,,,,,,0,,,,,,,,
7896098900604,YPE PINHO TRADICIONAL 500ML,07896098900604,,00,,,,,,,,,0,,,,,,,,
7896098900611,YPE PINHO CITRUS 500ML,07896098900611,,00,,,,,,,,,0,,,,,,,,
7896098900628,YPE PINHO LAVANDA 500ML,07896098900628,,00,,,,,,,,,0,,,,,,,,
